Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebVisitsMonth,Complain,age,total_children,total_spending,total_purchases,meat_share,fruit_share,fish_share,sweet_share,gold_share,deals_share,web_share,catalog_share,store_share,Customer_Days
PhD,Married,93027.0,77,0,2,0,74,0,2119,22,0.3378952336007551,0.019820670127418595,0.02595563945257197,0.0,0.009910335063709298,0.0,0.3181818181818182,0.45454545454545453,0.22727272727272727,442
Graduation,Married,48686.0,8,1,8,0,62,3,20,4,0.35,0.0,0.1,0.0,0.05,0.25,0.25,0.0,0.5,207
Graduation,Married,92910.0,42,1,1,0,29,0,1795,27,0.44122562674094706,0.07632311977715878,0.09972144846796657,0.05738161559888579,0.01838440111420613,0.037037037037037035,0.2222222222222222,0.25925925925925924,0.48148148148148145,66
Graduation,Married,75433.0,28,2,6,0,26,1,1188,19,0.25,0.0,0.0,0.02861952861952862,0.047979797979797977,0.10526315789473684,0.10526315789473684,0.2631578947368421,0.5263157894736842,85
2n Cycle,Together,10404.0,52,2,5,0,26,1,43,7,0.2558139534883721,0.046511627906976744,0.23255813953488372,0.13953488372093023,0.27906976744186046,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,56
Graduation,Married,61314.0,1,2,3,0,47,1,1008,24,0.1875,0.0,0.09623015873015874,0.17063492063492064,0.17063492063492064,0.08333333333333333,0.20833333333333334,0.20833333333333334,0.5,430
PhD,Single,84865.0,1,1,4,0,54,0,1688,16,0.20675355450236968,0.009478672985781991,0.0254739336492891,0.009478672985781991,0.009478672985781991,0.0625,0.125,0.25,0.5625,416
Graduation,Married,42387.0,42,5,8,0,26,1,684,21,0.3435672514619883,0.0,0.027777777777777776,0.005847953216374269,0.27923976608187134,0.23809523809523808,0.38095238095238093,0.047619047619047616,0.3333333333333333,608
2n Cycle,Together,67309.0,76,15,7,0,48,2,1082,39,0.16728280961182995,0.04343807763401109,0.1377079482439926,0.0878003696857671,0.0878003696857671,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.23076923076923078,522
Graduation,Married,75236.0,27,1,4,0,51,1,1068,25,0.37453183520599254,0.06179775280898876,0.011235955056179775,0.035580524344569285,0.10674157303370786,0.04,0.32,0.12,0.52,216
Graduation,Single,30015.0,28,2,5,0,45,1,57,7,0.38596491228070173,0.0,0.03508771929824561,0.05263157894736842,0.08771929824561403,0.2857142857142857,0.14285714285714285,0.0,0.5714285714285714,147
Master,Together,50943.0,49,1,5,0,59,1,46,5,0.15217391304347827,0.0,0.043478260869565216,0.0,0.13043478260869565,0.2,0.2,0.0,0.6,373
Graduation,Divorced,67272.0,12,3,5,0,49,1,733,23,0.36971350613915416,0.047748976807639835,0.03819918144611187,0.03819918144611187,0.019099590723055934,0.13043478260869565,0.2608695652173913,0.08695652173913043,0.5217391304347826,190
Master,Widow,51529.0,14,2,8,0,66,1,467,17,0.07494646680942184,0.008565310492505354,0.01284796573875803,0.0,0.047109207708779445,0.11764705882352941,0.5294117647058824,0.058823529411764705,0.29411764705882354,295
PhD,Married,32011.0,89,3,7,0,44,1,122,10,0.12295081967213115,0.0,0.01639344262295082,0.00819672131147541,0.040983606557377046,0.3,0.2,0.1,0.4,311
2n Cycle,Married,7500.0,96,2,8,0,29,1,36,7,0.1388888888888889,0.3055555555555556,0.1111111111111111,0.16666666666666666,0.25,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,507
Graduation,Married,28691.0,56,1,8,0,26,1,34,5,0.38235294117647056,0.11764705882352941,0.23529411764705882,0.0,0.11764705882352941,0.2,0.2,0.0,0.6,360
PhD,Married,56223.0,72,2,4,0,67,1,156,10,0.1987179487179487,0.1794871794871795,0.10256410256410256,0.0,0.02564102564102564,0.2,0.2,0.1,0.5,191
Graduation,Married,18100.0,14,1,5,0,69,0,14,4,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.25,0.0,0.0,0.75,327
Graduation,Single,30279.0,13,1,8,0,26,1,37,5,0.3783783783783784,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02702702702702703,0.2,0.2,0.0,0.6,546
2n Cycle,Married,20130.0,99,1,8,0,41,0,34,5,0.08823529411764706,0.17647058823529413,0.20588235294117646,0.17647058823529413,0.35294117647058826,0.2,0.2,0.0,0.6,104
Graduation,Divorced,23295.0,72,1,8,0,56,0,20,4,0.05,0.0,0.1,0.6,0.25,0.25,0.25,0.0,0.5,351
Master,Divorced,42618.0,92,2,8,0,43,1,192,11,0.3854166666666667,0.07291666666666667,0.06770833333333333,0.026041666666666668,0.052083333333333336,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,263
Graduation,Single,81246.0,87,1,1,0,51,0,1379,17,0.38941261783901376,0.13778100072516317,0.04423495286439449,0.11312545322697606,0.026831036983321246,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.4117647058823529,182
Graduation,Married,24027.0,7,2,8,0,39,1,48,7,0.22916666666666666,0.14583333333333334,0.22916666666666666,0.0,0.10416666666666667,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,385
PhD,Married,55707.0,91,2,3,0,62,1,428,16,0.19158878504672897,0.016355140186915886,0.07009345794392523,0.1542056074766355,0.08177570093457943,0.125,0.1875,0.125,0.5625,189
Graduation,Single,57959.0,71,5,3,0,60,1,868,27,0.3709677419354839,0.018433179723502304,0.04953917050691244,0.027649769585253458,0.038018433179723504,0.18518518518518517,0.14814814814814814,0.25925925925925924,0.4074074074074074,423
Graduation,Married,56796.0,24,3,7,0,46,1,1001,27,0.16083916083916083,0.03796203796203796,0.061938061938061936,0.04695304695304695,0.03696303696303696,0.1111111111111111,0.2962962962962963,0.3333333333333333,0.25925925925925924,498
Master,Single,36230.0,17,1,5,0,44,1,59,7,0.5084745762711864,0.03389830508474576,0.13559322033898305,0.03389830508474576,0.05084745762711865,0.14285714285714285,0.2857142857142857,0.0,0.5714285714285714,255
2n Cycle,Married,70829.0,87,2,3,0,35,2,431,16,0.2459396751740139,0.16241299303944315,0.16705336426914152,0.04408352668213457,0.05336426914153132,0.125,0.25,0.125,0.5,210
Graduation,Married,65991.0,21,3,7,0,39,1,971,27,0.3748712667353244,0.01956745623069001,0.025746652935118436,0.04840370751802266,0.009268795056642637,0.1111111111111111,0.3333333333333333,0.18518518518518517,0.37037037037037035,660
Graduation,Married,38988.0,90,7,8,0,43,3,348,19,0.2959770114942529,0.06896551724137931,0.034482758620689655,0.008620689655172414,0.1206896551724138,0.3684210526315789,0.2631578947368421,0.05263157894736842,0.3157894736842105,678
2n Cycle,Single,89572.0,44,1,4,0,49,0,2059,24,0.47304516755706655,0.011656143759106362,0.09567751335599806,0.09422049538610976,0.03108305002428363,0.041666666666666664,0.2916666666666667,0.2916666666666667,0.375,652
Master,Married,42207.0,71,4,6,0,31,1,265,14,0.27169811320754716,0.04150943396226415,0.011320754716981131,0.06415094339622641,0.17358490566037735,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.35714285714285715,454
Graduation,Married,50300.0,52,2,2,0,63,1,270,13,0.2222222222222222,0.05555555555555555,0.08888888888888889,0.08518518518518518,0.018518518518518517,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.6153846153846154,35
2n Cycle,Together,66664.0,78,1,3,0,33,0,1289,19,0.3467804499612102,0.07447633824670287,0.17067494181536075,0.07447633824670287,0.02482544608223429,0.05263157894736842,0.2631578947368421,0.3684210526315789,0.3157894736842105,642
Graduation,Married,60597.0,2,4,7,0,51,1,893,16,0.2877939529675252,0.0,0.03583426651735722,0.01791713325867861,0.07390817469204927,0.25,0.125,0.125,0.5,179
Graduation,Widow,70165.0,60,1,1,0,66,0,926,22,0.2732181425485961,0.0,0.21490280777537796,0.20626349892008639,0.13174946004319654,0.045454545454545456,0.13636363636363635,0.3181818181818182,0.5,280
PhD,Widow,50520.0,25,2,6,0,57,1,135,9,0.044444444444444446,0.0,0.014814814814814815,0.007407407407407408,0.1037037037037037,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,152
Graduation,Married,80124.0,47,1,1,0,52,0,1495,19,0.2662207357859532,0.05618729096989967,0.13712374581939799,0.05618729096989967,0.16120401337792642,0.05263157894736842,0.15789473684210525,0.3684210526315789,0.42105263157894735,3
Graduation,Married,33183.0,46,2,7,0,40,1,120,9,0.325,0.041666666666666664,0.14166666666666666,0.125,0.30833333333333335,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,125
PhD,Single,66582.0,83,1,1,0,46,0,1288,20,0.32608695652173914,0.019409937888198756,0.012422360248447204,0.029503105590062112,0.0,0.05,0.1,0.4,0.45,118
PhD,Together,75261.0,17,1,2,0,60,0,1743,17,0.23694779116465864,0.009753298909925417,0.013195639701663799,0.019506597819850834,0.009753298909925417,0.058823529411764705,0.29411764705882354,0.35294117647058826,0.29411764705882354,432
Graduation,Widow,31880.0,13,1,8,0,45,1,15,4,0.3333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.2,0.25,0.25,0.0,0.5,606
Graduation,Married,53790.0,86,3,6,0,64,2,542,20,0.23431734317343172,0.07749077490774908,0.05166051660516605,0.00922509225092251,0.00922509225092251,0.15,0.35,0.1,0.4,115
PhD,Together,49269.0,92,3,7,0,44,1,890,25,0.18651685393258427,0.008988764044943821,0.012359550561797753,0.008988764044943821,0.0651685393258427,0.12,0.28,0.12,0.48,683
Graduation,Married,61456.0,47,4,4,0,40,1,1388,33,0.276657060518732,0.05475504322766571,0.06051873198847262,0.138328530259366,0.06412103746397695,0.12121212121212122,0.18181818181818182,0.30303030303030304,0.3939393939393939,459
Graduation,Married,37406.0,18,1,8,0,35,1,17,4,0.47058823529411764,0.0,0.11764705882352941,0.11764705882352941,0.17647058823529413,0.25,0.25,0.0,0.5,262
PhD,Together,56937.0,81,7,6,0,34,1,906,30,0.13796909492273732,0.008830022075055188,0.012141280353200883,0.008830022075055188,0.008830022075055188,0.23333333333333334,0.26666666666666666,0.2,0.3,694
Graduation,Married,38415.0,91,2,7,0,37,2,44,6,0.29545454545454547,0.022727272727272728,0.09090909090909091,0.0,0.09090909090909091,0.3333333333333333,0.16666666666666666,0.0,0.5,543
Graduation,Single,20518.0,58,1,5,0,27,1,25,5,0.24,0.04,0.16,0.04,0.36,0.2,0.2,0.2,0.4,42
Graduation,Married,62503.0,40,4,5,0,59,1,973,26,0.19835560123329907,0.0,0.1130524152106886,0.07708119218910586,0.12024665981500514,0.15384615384615385,0.3076923076923077,0.11538461538461539,0.4230769230769231,496
PhD,Single,41644.0,67,2,3,0,43,2,31,6,0.12903225806451613,0.0967741935483871,0.06451612903225806,0.0,0.06451612903225806,0.3333333333333333,0.16666666666666666,0.0,0.5,51
Master,Married,55842.0,19,1,5,0,38,1,518,17,0.07528957528957529,0.0,0.0,0.007722007722007722,0.04633204633204633,0.058823529411764705,0.4117647058823529,0.058823529411764705,0.47058823529411764,37
PhD,Married,62010.0,93,4,5,0,43,1,530,19,0.07358490566037736,0.04150943396226415,0.011320754716981131,0.0,0.17358490566037735,0.21052631578947367,0.3157894736842105,0.10526315789473684,0.3684210526315789,614
Graduation,Married,41124.0,41,7,8,0,38,1,506,21,0.16600790513833993,0.01383399209486166,0.029644268774703556,0.0,0.23517786561264822,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.19047619047619047,606
Master,Married,38961.0,60,1,7,0,42,1,70,6,0.2714285714285714,0.1,0.0,0.014285714285714285,0.34285714285714286,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,181
Master,Divorced,37760.0,54,1,6,0,43,1,54,6,0.24074074074074073,0.05555555555555555,0.037037037037037035,0.18518518518518517,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,322
Graduation,Single,32233.0,26,2,9,0,41,1,296,12,0.11824324324324324,0.05067567567567568,0.08445945945945946,0.037162162162162164,0.24324324324324326,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,679
Graduation,Married,43057.0,30,4,5,0,40,1,266,15,0.16541353383458646,0.007518796992481203,0.0,0.007518796992481203,0.018796992481203006,0.26666666666666666,0.26666666666666666,0.13333333333333333,0.3333333333333333,242
Master,Together,83151.0,93,1,3,0,55,0,747,19,0.13386880856760375,0.03748326639892905,0.1606425702811245,0.09906291834002677,0.024096385542168676,0.05263157894736842,0.2631578947368421,0.47368421052631576,0.21052631578947367,627
PhD,Divorced,78825.0,35,1,3,0,51,0,895,29,0.12737430167597766,0.08268156424581005,0.1888268156424581,0.041340782122905026,0.02011173184357542,0.034482758620689655,0.1724137931034483,0.3448275862068966,0.4482758620689655,653
Master,Together,65104.0,4,2,7,0,39,1,1053,17,0.22032288698955366,0.0,0.012345679012345678,0.01899335232668566,0.04748338081671415,0.11764705882352941,0.17647058823529413,0.29411764705882354,0.4117647058823529,227
Graduation,Married,60093.0,92,2,6,0,41,1,735,21,0.14829931972789115,0.0163265306122449,0.021768707482993196,0.00816326530612245,0.12244897959183673,0.09523809523809523,0.3333333333333333,0.09523809523809523,0.47619047619047616,368
Graduation,Married,14045.0,24,1,7,0,46,1,20,5,0.25,0.0,0.1,0.05,0.05,0.2,0.2,0.0,0.6,154
2n Cycle,Widow,28457.0,96,1,8,0,63,0,205,10,0.526829268292683,0.004878048780487805,0.14146341463414633,0.14146341463414633,0.06829268292682927,0.1,0.4,0.1,0.4,609
PhD,Together,78952.0,11,2,6,0,57,1,2092,21,0.28393881453154873,0.009082217973231358,0.04732313575525813,0.036328871892925434,0.06405353728489484,0.09523809523809523,0.09523809523809523,0.23809523809523808,0.5714285714285714,643
Graduation,Divorced,46310.0,99,2,8,0,39,1,309,14,0.284789644012945,0.006472491909385114,0.04854368932038835,0.016181229773462782,0.045307443365695796,0.14285714285714285,0.42857142857142855,0.07142857142857142,0.35714285714285715,573
Graduation,Together,76005.0,72,1,6,0,60,0,1722,22,0.2259001161440186,0.011614401858304297,0.13937282229965156,0.029036004645760744,0.023228803716608595,0.045454545454545456,0.13636363636363635,0.22727272727272727,0.5909090909090909,492
Master,Single,58308.0,77,4,8,0,51,1,900,15,0.07666666666666666,0.0,0.011111111111111112,0.0,0.14444444444444443,0.26666666666666666,0.13333333333333333,0.4,0.2,533
PhD,Divorced,55614.0,85,1,7,0,71,0,682,20,0.19208211143695014,0.01906158357771261,0.011730205278592375,0.0,0.03812316715542522,0.05,0.45,0.2,0.3,214
Master,Divorced,59432.0,88,3,5,0,53,1,663,22,0.3996983408748115,0.03770739064856712,0.03770739064856712,0.02865761689291101,0.01809954751131222,0.13636363636363635,0.22727272727272727,0.13636363636363635,0.5,442
Graduation,Divorced,55563.0,22,1,3,0,37,1,43,6,0.20930232558139536,0.023255813953488372,0.046511627906976744,0.0,0.046511627906976744,0.16666666666666666,0.3333333333333333,0.0,0.5,85
PhD,Together,78642.0,83,1,6,0,44,1,1816,18,0.17731277533039647,0.0,0.025330396475770924,0.019273127753303965,0.009361233480176211,0.05555555555555555,0.2222222222222222,0.5,0.2222222222222222,434
PhD,Together,67911.0,63,3,3,0,66,1,976,27,0.36475409836065575,0.0,0.06454918032786885,0.028688524590163935,0.0,0.1111111111111111,0.2222222222222222,0.25925925925925924,0.4074074074074074,38
Graduation,Married,65275.0,9,1,2,0,71,0,746,21,0.29222520107238603,0.01876675603217158,0.12198391420911528,0.01876675603217158,0.028150134048257374,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.6190476190476191,452
Graduation,Together,27203.0,92,2,8,0,65,2,64,6,0.328125,0.03125,0.0625,0.0,0.375,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,692
Master,Together,48330.0,2,1,5,0,54,1,32,5,0.125,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,226
Basic,Married,24279.0,6,1,8,0,25,0,263,9,0.07984790874524715,0.13688212927756654,0.07604562737642585,0.23574144486692014,0.41064638783269963,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.3333333333333333,547
PhD,Married,64355.0,66,2,8,0,30,1,1445,21,0.09688581314878893,0.0,0.04636678200692042,0.02629757785467128,0.10588235294117647,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.5714285714285714,674
Master,Together,50943.0,49,1,5,0,59,1,46,5,0.15217391304347827,0.0,0.043478260869565216,0.0,0.13043478260869565,0.2,0.2,0.0,0.6,373
Graduation,Widow,53653.0,29,2,6,0,62,0,1210,28,0.1975206611570248,0.008264462809917356,0.023140495867768594,0.008264462809917356,0.08925619834710743,0.07142857142857142,0.35714285714285715,0.14285714285714285,0.42857142857142855,599
Graduation,Married,65665.0,77,1,3,0,39,1,945,24,0.4095238095238095,0.17142857142857143,0.11216931216931217,0.0380952380952381,0.030687830687830688,0.041666666666666664,0.20833333333333334,0.4166666666666667,0.3333333333333333,209
Graduation,Single,81217.0,77,1,1,0,26,0,1157,22,0.28003457216940364,0.06050129645635264,0.12618841832324978,0.03457216940363008,0.07260155574762317,0.045454545454545456,0.13636363636363635,0.3181818181818182,0.5,345
Graduation,Married,34935.0,71,1,7,0,23,0,137,8,0.48175182481751827,0.029197080291970802,0.021897810218978103,0.072992700729927,0.145985401459854,0.125,0.25,0.125,0.5,373
Graduation,Divorced,61250.0,49,6,5,0,56,1,730,25,0.08904109589041095,0.18904109589041096,0.0821917808219178,0.03561643835616438,0.08082191780821918,0.24,0.2,0.08,0.48,560
PhD,Together,39665.0,97,3,7,0,34,1,216,12,0.25925925925925924,0.004629629629629629,0.0,0.004629629629629629,0.14351851851851852,0.25,0.3333333333333333,0.16666666666666666,0.25,400
Graduation,Single,60152.0,6,1,3,0,36,1,943,23,0.3181336161187699,0.088016967126193,0.0911983032873807,0.061505832449628844,0.09650053022269353,0.043478260869565216,0.2608695652173913,0.17391304347826086,0.5217391304347826,458
Graduation,Married,48920.0,93,3,7,0,51,2,347,16,0.19596541786743515,0.04899135446685879,0.023054755043227664,0.02881844380403458,0.01729106628242075,0.1875,0.375,0.125,0.3125,252
Master,Together,89120.0,78,1,1,0,56,0,1924,19,0.21205821205821207,0.04781704781704782,0.037422037422037424,0.06704781704781705,0.028586278586278588,0.05263157894736842,0.2631578947368421,0.3157894736842105,0.3684210526315789,104
PhD,Together,44124.0,62,4,8,0,69,1,397,17,0.1385390428211587,0.0,0.0,0.015113350125944584,0.1309823677581864,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.29411764705882354,414
Master,Single,81169.0,47,1,2,0,40,0,2089,22,0.29344183820009573,0.009573958831977022,0.03829583532790809,0.02920057443752992,0.01292484442316898,0.045454545454545456,0.22727272727272727,0.3181818181818182,0.4090909090909091,441
Graduation,Married,36443.0,9,4,8,0,54,2,138,11,0.3333333333333333,0.0,0.028985507246376812,0.021739130434782608,0.14492753623188406,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.2727272727272727,511
Graduation,Single,26095.0,77,1,7,0,25,1,42,5,0.21428571428571427,0.16666666666666666,0.07142857142857142,0.023809523809523808,0.2619047619047619,0.2,0.2,0.0,0.6,364
Graduation,Together,71367.0,24,1,2,0,56,0,777,17,0.5006435006435006,0.029601029601029602,0.05405405405405406,0.02702702702702703,0.09652509652509653,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.4117647058823529,310
Master,Married,80184.0,19,1,3,0,71,0,1902,20,0.352260778128286,0.07045215562565721,0.013144058885383806,0.019978969505783387,0.0,0.05,0.3,0.15,0.5,120
Graduation,Divorced,30630.0,67,2,7,0,50,2,52,7,0.23076923076923078,0.019230769230769232,0.038461538461538464,0.0,0.19230769230769232,0.2857142857142857,0.2857142857142857,0.0,0.42857142857142855,153
Master,Single,73454.0,95,1,5,0,28,0,1651,13,0.2125984251968504,0.044215626892792244,0.03391883706844337,0.008479709267110842,0.10599636583888553,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.46153846153846156,120
